brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Tesla,Model 3,2023,Standard,68205.18,50.5,178,305.4,7.89,121,492,417,AWD,5,Van,79.6,1512,4,3,US,Premium,179048,3.64,4
Tesla,Model X,2025,Long Range,119926.96,80.9,277,248.9,4.98,177,912,883,AWD,5,Van,77.4,1826,4,2,US,Luxury,137895,4.12,5
BYD,Max,2022,Standard,59138.53,43.2,160,81.3,7.03,141,665,586,FWD,7,Sedan,19.9,1666,4,2,China,Mid-range,241442,3.15,4
Volkswagen,ID.4,2021,Premium,105115.96,73.1,242,57.4,7.41,143,1000,918,RWD,5,Truck,76.9,2408,4,1,Germany,Luxury,297514,3.44,5
Volkswagen,ID. Aero,2025,Long Range,61721.97,88.9,293,121,4.49,174,611,538,FWD,5,SUV,38.9,2029,4,1,Germany,Mid-range,292808,3.65,3
Volkswagen,ID.4,2025,Base,70848.39,47.9,178,115.1,6.3,160,723,644,FWD,7,Hatchback,21.5,1500,4,1,Germany,Premium,282558,3.33,4
BYD,Seagull,2024,Long Range,51370.62,105.7,403,99.6,4.91,177,534,505,AWD,7,Coupe,28.1,1598,5,1,China,Mid-range,177642,3.76,4
Volkswagen,ID.5,2021,Long Range,44741.31,93.3,312,57.6,4.33,186,326,304,AWD,7,Sedan,24.9,1689,5,2,Germany,Mid-range,254746,3.41,4
Tesla,Model Y,2025,Long Range,139788.5,103.7,335,289.7,5.62,164,990,941,FWD,5,Coupe,36.9,1711,4,2,US,Luxury,402120,3.78,5
Kia,EV6,2020,Standard,29338.85,40.5,157,85.7,6.13,165,185,200,FWD,5,SUV,68.7,2266,4,1,South Korea,Budget,61921,3.18,3
BMW,iX,2024,Long Range,73854.83,96.9,322,135.2,4.66,181,435,336,FWD,5,Hatchback,24.9,1829,5,2,Germany,Premium,33084,3.64,8
BMW,i3,2025,Premium,108403.17,84.9,286,52.2,5.55,165,939,836,AWD,7,Truck,72.3,2516,5,2,Germany,Luxury,60610,3.5,8
Volkswagen,ID. Aero,2023,Premium,107650.74,66,238,70.6,5.43,169,1000,931,AWD,5,Hatchback,31.9,1500,4,1,Germany,Luxury,215531,3.43,4
Mercedes,GLE EV,2026,Long Range,89516.61,78.7,296,115.6,4.23,185,381,309,FWD,5,Van,62,1692,4,1,Germany,Premium,50182,4.07,5
Hyundai,Ioniq 6,2024,Performance,106647.79,98.5,363,152.4,2.76,200,1000,921,AWD,7,Coupe,36.4,1549,5,1,South Korea,Luxury,149654,3.94,5
Hyundai,Ioniq,2023,Long Range,85387.82,78.5,251,130.4,5.18,178,1000,899,AWD,5,Sedan,26.9,1500,4,2,South Korea,Premium,131774,3.48,3
Tesla,Model S,2023,Premium,84622.11,73.7,264,297,7.3,143,599,590,AWD,5,SUV,44.8,1922,4,2,US,Premium,193331,3.64,5
BYD,Atto 3,2025,Long Range,28903.55,96.2,330,61.7,4.73,180,255,210,AWD,5,Hatchback,34.4,1559,4,1,China,Budget,225650,3.6,3
Ford,Explorer EV,2025,Base,31999.38,73.5,219,63,6.24,163,192,210,AWD,5,Truck,74.2,2364,4,1,US,Budget,25220,3.43,4
Ford,E-Transit,2025,Long Range,97440.5,95,331,63.3,5.16,173,1000,897,RWD,5,Coupe,18.1,1680,4,1,US,Premium,26936,3.72,4
Toyota,bZ Compact SUV,2023,Long Range,79916.17,85.7,295,79.3,4.43,176,1000,898,FWD,5,SUV,44.3,2030,4,1,Japan,Premium,29619,3.47,3
Tesla,Model X,2025,Premium,133807.8,41.7,150,336.7,5.38,161,994,865,AWD,7,Truck,52.9,2540,4,2,US,Luxury,225294,3.41,5
Tesla,Model S,2025,Long Range,43022.88,101.7,396,299.8,5,178,286,363,FWD,7,Coupe,37.5,1723,5,2,US,Mid-range,177801,4.2,6
Tesla,Model X,2026,Premium,88927.83,60.1,213,331.3,7.27,143,671,574,AWD,5,SUV,56.9,1899,4,3,US,Premium,116766,3.76,4
BMW,i5,2025,Long Range,119539.21,109.1,391,54.4,4.24,183,1000,900,RWD,5,Sedan,38.6,1669,3,2,Germany,Luxury,49676,3.74,6
Audi,e-tron,2025,Base,71446.39,60.1,202,146.6,6.43,150,451,409,FWD,5,Sedan,19.1,1500,5,2,Germany,Premium,60589,3.47,5
Tesla,Model 3,2024,Performance,142117.21,102.9,353,265.1,3.97,184,1000,906,AWD,5,SUV,39.7,1870,5,2,US,Luxury,232616,3.85,4
BYD,Atto 3,2025,Base,61646.7,48.1,150,66.9,6.74,145,651,520,AWD,7,Truck,74.4,2640,4,1,China,Mid-range,115977,3.16,4
Tesla,Model 3,2025,Long Range,112948.48,78.1,261,325.7,5.89,169,787,637,FWD,5,Truck,79.9,2409,5,2,US,Luxury,130244,3.47,4
Hyundai,Kona Electric,2025,Performance,91101,93.1,300,167.8,3.9,193,1000,880,AWD,7,Van,70.1,1500,5,1,South Korea,Premium,95350,3.54,4
BYD,Atto 3,2025,Long Range,104231.93,79.6,254,106.6,4.19,186,1000,903,FWD,5,Van,62.5,1649,4,2,China,Luxury,190907,3.49,4
BYD,Leaf 50X,2024,Base,45940.66,72.5,255,76.4,5.42,176,484,435,AWD,5,Truck,76,2531,5,2,China,Mid-range,114800,3.48,3
Ford,Mustang Mach-E,2025,Standard,68547.74,40.5,153,104,5.31,168,738,635,RWD,5,Coupe,22,1696,5,1,US,Premium,25642,3.34,5
Kia,EV6,2025,Long Range,46513,99,349,87.7,4.41,182,443,412,FWD,5,Truck,75.1,2677,4,2,South Korea,Mid-range,124966,3.94,4
BYD,Max,2022,Standard,72612.58,73.4,257,112.5,7.56,142,793,668,FWD,7,Van,64.3,1500,4,1,China,Premium,232843,3.32,4
Kia,Niro EV,2022,Base,34817.25,56.3,207,107.7,5.43,173,236,242,RWD,7,Truck,56.4,2426,4,1,South Korea,Budget,109878,3.27,4
GM/Chevrolet,Bolt EV,2025,Base,34507.25,66.4,230,125.8,6.28,167,291,200,RWD,7,Truck,64.6,2166,5,1,US,Budget,18832,3.2,4
BYD,Qin,2023,Long Range,27057.77,108.5,385,77.2,5.89,162,295,278,AWD,5,Sedan,31.5,1500,4,1,China,Budget,176350,3.6,4
Volkswagen,ID.4,2020,Premium,48608.56,41.4,163,71.1,5.45,175,443,450,AWD,5,Truck,57.3,2188,5,1,Germany,Mid-range,221203,3.43,4
Tesla,Model X,2025,Base,30686.17,65.2,245,343.2,7.58,138,162,200,AWD,5,Sedan,24.8,1533,5,2,US,Budget,248383,3.55,4
Tesla,Cybertruck,2023,Performance,56003.28,108.7,392,231.2,3.88,192,391,330,AWD,5,Truck,60,2669,4,3,US,Mid-range,102435,4.04,4
BMW,i3,2025,Standard,75699.03,67.4,240,129,5.37,172,482,447,FWD,5,Sedan,19.9,1537,5,1,Germany,Premium,23009,3.46,6
Tesla,Model S,2025,Premium,102510.62,40.8,150,229.2,7.08,140,755,692,AWD,5,Coupe,25.9,1648,4,2,US,Luxury,206373,3.59,6
Tesla,Model S,2024,Performance,62920.59,91,352,239.9,4.04,184,443,372,RWD,5,Van,71.7,1500,4,2,US,Mid-range,248485,4.42,4
BYD,Yuan Plus,2023,Premium,44973.03,70.2,272,98.7,6.41,156,493,472,RWD,5,Hatchback,36.3,2102,4,1,China,Mid-range,163237,3.63,4
Toyota,bZ Compact SUV,2026,Long Range,86892.09,84.1,298,115.8,4.23,186,1000,879,FWD,7,SUV,44.6,1924,4,1,Japan,Premium,27998,3.62,4
Hyundai,Ioniq 6,2022,Performance,56768.4,117.3,400,156.7,3.2,200,588,539,RWD,5,Coupe,29.7,1611,5,1,South Korea,Mid-range,141874,4.18,4
Ford,Explorer EV,2022,Long Range,86649.72,78.8,301,125,5.18,175,1000,889,RWD,5,Truck,74.4,2525,5,2,US,Premium,45060,3.95,4
Tesla,Model S,2025,Base,93767.76,58.4,202,247.1,7.71,133,685,615,FWD,5,Sedan,38.9,1585,4,2,US,Premium,129076,3.36,4
BMW,iX,2025,Premium,133858.15,74.7,287,88.7,5.3,169,1000,890,AWD,5,SUV,50.4,2012,5,1,Germany,Luxury,27376,3.39,8
Kia,Picanto EV,2026,Long Range,53569.81,105.4,370,145.4,5.36,168,550,484,FWD,7,Coupe,23.4,1883,5,1,South Korea,Mid-range,112650,3.77,4
Audi,Q4 e-tron,2024,Premium,130055.6,60.1,232,124.6,5.56,169,1000,860,AWD,5,Sedan,29.1,1715,4,1,Germany,Luxury,44054,3.23,7
Volkswagen,ID. Aero,2022,Long Range,73265.41,102.2,363,88.3,4.82,187,722,624,FWD,5,Truck,50.8,2433,3,1,Germany,Premium,255210,3.55,4
Mercedes,EQS,2022,Long Range,178840.11,102.1,380,97.5,4.62,182,1000,855,AWD,5,Truck,52.1,2548,5,1,Germany,Luxury,49341,4.26,6
Audi,Q6 e-tron,2024,Standard,55700.85,69.1,229,110.1,5.42,173,224,200,RWD,5,SUV,54.8,2094,4,1,Germany,Mid-range,52734,3.21,8
BYD,Dolphin,2024,Long Range,75079.65,88.3,299,135.6,5.98,157,836,754,FWD,7,Sedan,20.8,1791,3,2,China,Premium,149633,3.65,5
BYD,Qin,2022,Base,46766.53,44.5,150,53.5,6.3,162,484,431,AWD,5,Sedan,24.2,1500,3,1,China,Mid-range,150601,3.18,4
Ford,Mustang Mach-E,2026,Base,43574.22,67.2,237,107.9,5.55,159,376,361,RWD,5,SUV,46.9,1834,5,2,US,Mid-range,55997,3.06,5
Mercedes,EQS,2024,Base,126359.58,40.6,150,112.6,7.47,135,711,582,AWD,5,Coupe,34.7,1760,5,1,Germany,Luxury,31657,3.57,6
BMW,i4,2025,Standard,84568.67,83.7,285,96.2,6.92,143,627,638,RWD,7,Sedan,31.5,1500,4,1,Germany,Premium,62828,3.51,5
Tesla,Model Y,2023,Base,106611.48,81.1,298,228,6.34,153,834,823,RWD,5,Hatchback,21,1582,5,2,US,Luxury,481578,4.09,4
BMW,i4,2024,Performance,82827.92,98.2,348,182.7,4.06,195,550,495,AWD,5,Hatchback,35.2,1572,4,1,Germany,Premium,59167,3.9,6
Volkswagen,ID.3,2024,Standard,38832.16,66.3,221,134.4,7.31,145,247,221,RWD,7,SUV,68.7,1808,5,2,Germany,Mid-range,256517,3.43,3
Tesla,Cybertruck,2024,Standard,125176.94,68.4,258,217.3,6.57,154,910,830,AWD,7,Truck,56.6,2263,5,2,US,Luxury,162760,3.82,5
Mercedes,GLE EV,2024,Premium,134953.72,64.8,248,76.7,5.51,167,801,766,RWD,7,Van,61.4,1736,5,1,Germany,Luxury,76804,3.93,6
Tesla,Model S,2021,Premium,143043.08,60,222,229.1,6.27,153,1000,781,FWD,5,SUV,41.9,2265,5,2,US,Luxury,139115,3.55,5
Tesla,Model X,2021,Base,66814.08,57.8,194,347.5,7.17,136,493,397,AWD,7,Truck,79.2,2428,4,2,US,Premium,228985,3.76,6
BMW,iX,2025,Long Range,135695.35,105.1,363,94.7,4.24,192,1000,868,AWD,5,Hatchback,33.8,1687,4,2,Germany,Luxury,36974,3.78,6
Kia,EV6,2026,Premium,95775.65,51.6,194,149.5,5.63,155,1000,870,RWD,7,Van,77.7,1877,5,1,South Korea,Premium,81075,3.4,4
BYD,Qin,2026,Premium,79542.78,81.1,295,110.9,7.2,137,912,788,AWD,7,Van,71.2,1565,5,1,China,Premium,153987,3.28,5
Volkswagen,ID.3,2023,Premium,92433.28,70.1,250,74.9,5.51,162,1000,906,AWD,5,Coupe,17.8,1765,4,2,Germany,Premium,212147,3.39,3
Kia,Niro EV,2024,Long Range,56059.51,98,327,74.8,5.86,163,599,511,RWD,5,Coupe,20.6,1542,5,1,South Korea,Mid-range,117679,3.63,5
Porsche,Macan Electric,2024,Premium,184202.43,79.3,290,299.2,5.84,154,1000,849,AWD,7,Coupe,20.4,1714,5,1,Germany,Luxury,14726,3.66,6
Tesla,Cybertruck,2022,Performance,57537.68,103.2,386,238.5,3.15,199,393,380,FWD,5,Truck,55.4,2484,5,3,US,Mid-range,194936,4.06,6
Volkswagen,ID.5,2022,Base,27966.77,59.8,195,146.4,5.04,172,150,200,AWD,7,Sedan,31,1750,5,1,Germany,Budget,258777,3.29,3
GM/Chevrolet,Equinox EV,2021,Long Range,61755.21,79.1,270,148.6,5.83,165,846,793,FWD,5,SUV,47.3,2033,5,1,US,Mid-range,9557,3.66,3
Volvo,XC40 Recharge,2026,Performance,111533.26,116.5,422,153.5,2.98,200,1000,882,AWD,5,SUV,54.6,1917,4,1,Sweden,Luxury,29548,3.71,5
Tesla,Model S,2026,Standard,81673.28,69.3,252,299,6.12,153,595,529,AWD,5,SUV,69.8,2107,4,2,US,Premium,117880,3.75,6
Tesla,Cybertruck,2026,Base,55329.7,56.6,217,328.7,6.63,151,378,320,RWD,7,Truck,69.8,2635,4,2,US,Mid-range,211999,3.34,5
GM/Chevrolet,Equinox EV,2025,Long Range,49790.46,91.9,322,83.7,4.58,180,538,549,RWD,5,SUV,67.4,2327,5,2,US,Mid-range,29595,3.76,4
BYD,Dolphin,2024,Premium,104505.82,41.7,159,125.5,6.37,153,1000,919,FWD,5,Hatchback,19.9,1790,5,1,China,Luxury,111020,3.1,4
Tesla,Model Y,2022,Long Range,45169.5,98.8,340,234.2,5.08,170,274,233,RWD,5,Van,71.7,1563,4,2,US,Mid-range,416114,4.22,5
Tesla,Model S,2025,Premium,135056.97,63,231,263.4,7.57,135,1000,916,RWD,7,SUV,36.8,2017,5,3,US,Luxury,107596,3.88,5
Audi,Q6 e-tron,2026,Performance,79000.66,102.5,355,167.1,2.94,200,441,398,AWD,7,Coupe,34.9,1660,5,2,Germany,Premium,72672,4.03,7
Tesla,Model 3,2025,Base,50205.39,40.3,150,296.4,5.86,169,355,293,FWD,5,Van,68.2,1641,3,3,US,Mid-range,169041,3.2,4
BYD,Max,2025,Base,24481.15,41.9,150,94.6,7.37,137,236,200,AWD,5,Sedan,17.4,1500,3,1,China,Budget,176238,3.06,3
BYD,Dolphin,2024,Long Range,51538.03,99.3,365,74.4,4.53,175,546,469,FWD,7,SUV,55.2,1948,5,2,China,Mid-range,188274,3.73,4
Tesla,Model Y,2024,Performance,37255.18,113.7,383,346.6,2.62,200,272,218,RWD,7,SUV,62.3,1904,5,2,US,Mid-range,451073,4.23,5
Tesla,Cybertruck,2025,Base,88007.74,64.2,223,282.7,5.25,171,578,464,FWD,5,Truck,56.1,2585,4,2,US,Premium,102752,3.5,6
Ford,Explorer EV,2025,Performance,75193.9,76.1,227,192,3.26,193,849,764,AWD,5,Sedan,38.2,1687,4,1,US,Premium,31804,3.45,3
Audi,Q4 e-tron,2022,Premium,144615.75,49.5,161,72.5,6,152,1000,883,AWD,5,SUV,56.2,2232,5,2,Germany,Luxury,57074,3.06,6
BMW,i5,2025,Standard,69328.91,57.6,225,75.8,7.24,142,351,366,RWD,5,SUV,39,2137,5,1,Germany,Premium,73975,3.26,8
Hyundai,Ioniq 5,2022,Premium,39046.61,54.4,178,104.9,6.75,148,312,289,AWD,7,Coupe,19.3,1718,4,1,South Korea,Mid-range,57836,3.14,3
BYD,Seagull,2024,Premium,51226.67,79.6,271,64.5,5.31,167,544,486,AWD,7,Sedan,38.7,1756,5,2,China,Mid-range,143773,3.5,4
BMW,i5,2024,Standard,70389.46,59.8,217,138.4,6.79,142,464,410,RWD,5,Coupe,19.9,1815,5,2,Germany,Premium,76685,3.38,5
BMW,i7,2022,Performance,154009.88,79,275,162.1,4.46,180,1000,888,AWD,5,Coupe,33,1842,4,1,Germany,Luxury,26663,3.51,7
Kia,EV6,2025,Premium,61993.33,49.9,183,110.9,5.72,168,677,582,AWD,5,Sedan,34.6,1566,4,2,South Korea,Mid-range,65237,3.14,4
GM/Chevrolet,Blazer EV,2025,Long Range,34424.61,103.6,370,71.7,5.72,163,285,250,RWD,5,Sedan,27.9,1690,4,1,US,Budget,20827,3.59,4
Hyundai,Kona Electric,2025,Standard,53515.28,50.9,176,58.7,6.74,147,628,566,AWD,5,Hatchback,39.8,1607,5,1,South Korea,Mid-range,93480,3.41,4
Tesla,Model S,2026,Long Range,127635.34,105.5,384,265.1,4.6,176,950,859,FWD,7,SUV,63.1,2140,5,2,US,Luxury,158325,4.24,5
Tesla,Model X,2025,Base,95625.9,64.1,229,299.1,7.66,138,681,637,RWD,5,Coupe,21.1,1896,5,2,US,Premium,233990,3.63,5
BMW,i7,2022,Premium,116700.28,62.9,213,66.7,7.34,146,1000,869,RWD,5,Van,65,1527,5,2,Germany,Luxury,29505,3.78,5
Tesla,Cybertruck,2022,Long Range,88720.74,92.2,341,247.8,4.93,175,616,532,FWD,5,Truck,55.6,2380,4,3,US,Premium,226922,4.02,5
Hyundai,Ioniq 5,2026,Standard,59666.31,75.5,262,93.8,7.01,147,716,656,AWD,5,Sedan,15.7,1500,4,1,South Korea,Mid-range,130091,3.79,5
Tesla,Cybertruck,2024,Premium,148667.6,71.3,250,253.6,7.89,135,1000,901,AWD,5,Truck,72.1,2309,5,2,US,Luxury,117109,3.79,4
Volkswagen,ID. Buzz,2025,Standard,48208.86,79,288,120.9,6.74,152,425,364,FWD,5,Sedan,28.2,1783,5,1,Germany,Mid-range,272524,3.48,3
GM/Chevrolet,Bolt EV,2021,Base,57965.58,67,237,86.4,6.45,159,732,664,RWD,5,Van,72.8,1500,4,1,US,Mid-range,3168,3.49,4
BYD,Yuan Plus,2026,Long Range,92189.49,91.2,317,118.6,4.09,188,1000,956,FWD,7,Coupe,30.8,1766,4,2,China,Premium,158795,3.92,3
BMW,i5,2020,Standard,94185.6,41.2,150,123.8,5.94,159,691,651,AWD,7,Coupe,38.9,1511,4,1,Germany,Premium,43577,3.37,8
Rivian,R2,2020,Standard,74902.51,63.7,219,64.2,7.08,142,335,333,RWD,5,Coupe,29.5,1679,4,1,US,Premium,16890,3.32,5
Volkswagen,ID.4,2025,Standard,76084.88,51.2,165,65.3,6.3,149,816,711,FWD,5,Hatchback,34.2,1500,4,1,Germany,Premium,264457,3.12,3
Tesla,Model X,2023,Base,55932.63,59.8,209,224.1,5.74,155,364,340,RWD,5,SUV,46.3,2166,3,3,US,Mid-range,183636,3.65,5
Mercedes,EQS,2024,Premium,200859.77,65.8,222,145.6,5.04,178,1000,880,RWD,5,Hatchback,39.6,1543,5,1,Germany,Luxury,50870,3.8,7
BMW,i7,2023,Long Range,131127.44,88.4,275,70.5,4.88,175,1000,893,RWD,7,Van,68.7,1543,4,2,Germany,Luxury,49932,3.32,7
Tesla,Model Y,2023,Long Range,63692.69,107.7,357,240.9,4.17,188,446,387,FWD,7,Van,75.1,1500,3,3,US,Mid-range,462962,4.05,4
GM/Chevrolet,Bolt EV,2025,Long Range,37683.39,98.3,363,60.9,5.89,166,410,390,AWD,7,Truck,71.9,2310,4,2,US,Mid-range,20559,3.37,4
Tesla,Model Y,2025,Premium,40474.28,53.8,163,301.5,6.49,148,226,200,RWD,5,SUV,53.5,2239,4,2,US,Mid-range,484636,3.69,5
Mercedes,EQS,2024,Base,111876,48.8,150,52.4,6.45,153,558,450,AWD,7,Sedan,38.7,1698,4,1,Germany,Luxury,36359,3.55,8
Ford,F-150 Lightning,2024,Performance,106766.97,109.9,376,166.2,3.18,200,1000,895,AWD,2,Truck,77.4,2776,4,1,US,Luxury,44309,3.77,3
Tesla,Model X,2024,Base,78351.88,83.5,303,324.6,6.81,152,546,448,FWD,5,Truck,54.1,2584,5,2,US,Premium,135414,3.99,4
Tesla,Model Y,2024,Base,117810.94,78.1,253,210.7,5.7,162,847,781,AWD,5,Coupe,25,1774,4,2,US,Luxury,402141,4.01,5
NIO,EC6,2022,Standard,64086.32,52.7,161,59.1,5.34,169,491,423,AWD,5,SUV,50.8,2057,5,2,China,Mid-range,19395,3.46,4
Volkswagen,ID. Aero,2023,Performance,82345.29,78.4,276,162.1,2.61,200,961,853,RWD,7,Hatchback,27.1,1677,4,2,Germany,Premium,291745,3.72,4
Hyundai,Ioniq,2024,Performance,44796.76,104.6,359,167.5,2.56,200,395,380,AWD,5,Sedan,39.3,1500,5,1,South Korea,Mid-range,113793,4.03,4
Rivian,R3,2025,Standard,79722.65,80.9,261,102.2,5.1,173,649,596,AWD,7,SUV,53.8,2018,5,2,US,Premium,28225,3.26,5
Hyundai,Ioniq 5,2025,Premium,65433.15,41.9,150,54.9,5.06,179,785,710,AWD,7,Sedan,32.3,1506,5,2,South Korea,Premium,78985,3.32,5
Volvo,XC90 Recharge,2024,Standard,75390.6,43.1,156,72.8,6.98,135,591,512,RWD,5,Van,72.6,1623,5,2,Sweden,Premium,16760,3.31,5
Mercedes,EQG,2024,Long Range,95795.03,93.8,354,136.1,4.61,177,477,445,AWD,7,Truck,70.2,2380,3,1,Germany,Premium,37523,4.16,6
Rivian,R1S,2024,Standard,85223.91,55.2,206,65.2,7.32,146,972,858,RWD,7,Coupe,30.1,1500,5,1,US,Premium,18207,3.15,4
Tesla,Model S,2026,Performance,173601,82,301,340.2,4.49,184,1000,901,RWD,7,Truck,65.9,2374,4,2,US,Luxury,192234,3.86,4
Ford,Explorer EV,2024,Long Range,93391.97,96.9,328,111.1,4.62,188,1000,877,RWD,5,Van,79.7,1566,4,2,US,Premium,53055,3.46,4
Audi,Q6 e-tron,2024,Base,68629.02,66.7,254,132.2,5.48,173,359,342,RWD,5,Sedan,32.4,1555,5,1,Germany,Premium,32172,3.58,6
Mercedes,EQG,2025,Premium,128362.44,46.9,168,115.3,7.18,141,668,576,AWD,5,Coupe,25.4,1630,4,1,Germany,Luxury,79528,3.66,8
Tesla,Model 3,2025,Standard,103423.57,67.2,226,261.9,6.82,149,760,704,AWD,7,Hatchback,21,1500,5,2,US,Luxury,136780,3.7,4
Tesla,Model Y,2025,Base,38868.67,48,150,335.5,5.15,171,305,320,AWD,7,Coupe,33.1,1522,4,2,US,Mid-range,420151,3.64,4
BYD,Seagull,2025,Standard,53845.68,43.7,161,140,7.79,125,606,573,AWD,7,Hatchback,18.1,1522,4,1,China,Mid-range,196975,3.39,4
Lucid,Air,2024,Performance,156097.02,97.8,351,293.5,3.51,196,687,578,RWD,5,SUV,54.5,2233,4,1,US,Luxury,13230,3.53,5
BMW,i3,2024,Performance,130176.15,89.9,326,244.3,2.77,200,1000,942,FWD,7,Van,75.6,1584,4,1,Germany,Luxury,59392,3.8,5
Mercedes,EQG,2025,Premium,153235.91,48.7,182,123,7.52,133,973,889,RWD,7,Sedan,21,1585,5,2,Germany,Luxury,44720,3.56,7
Tesla,Model X,2025,Premium,60275.05,61.4,220,267.6,7.92,143,423,399,AWD,7,SUV,69.8,1918,4,3,US,Mid-range,226355,3.72,6
Mercedes,EQC,2025,Premium,202973.51,74.1,259,51.6,6.56,152,1000,877,AWD,7,Sedan,16.9,1500,5,1,Germany,Luxury,22987,3.81,8
Rivian,R2,2021,Performance,113614.29,108.1,387,198.9,2.76,200,1000,887,AWD,5,Hatchback,17.5,1500,5,2,US,Luxury,4505,3.89,5
Hyundai,Ioniq 6,2024,Performance,77513.92,107.4,368,161.1,4.37,187,989,891,AWD,5,Hatchback,28,1500,4,1,South Korea,Premium,71992,4.07,4
Kia,Sportage EV,2023,Base,47384.85,55.2,193,52.3,5.67,168,503,431,FWD,7,SUV,64,2270,4,2,South Korea,Mid-range,57685,3.6,4
Tesla,Cybertruck,2024,Premium,110128.5,50.3,163,313.5,6.16,163,829,855,RWD,5,Truck,78.2,2528,5,2,US,Luxury,212436,3.54,6
Tesla,Model X,2023,Performance,111766.84,104.9,361,297.9,3.31,200,782,741,AWD,7,Hatchback,24.6,1774,4,2,US,Luxury,176852,4.05,5
Tesla,Model X,2021,Premium,118010.78,64.7,229,346.2,6.89,141,897,801,AWD,5,Hatchback,23.8,1554,4,3,US,Luxury,177339,3.7,5
Tesla,Model X,2024,Premium,80831.47,71.2,278,254,5.58,169,563,540,RWD,5,Hatchback,33.4,1546,4,3,US,Premium,202000,3.76,5
Tesla,Model X,2021,Long Range,118192.05,92.9,329,280.7,5.55,162,844,742,AWD,5,Coupe,18.7,1733,5,2,US,Luxury,123098,3.96,5
Fisker,Ronin,2024,Base,85586.47,57.3,200,132.1,6.4,160,703,630,FWD,7,SUV,55.4,1923,4,1,US,Premium,25585,3.16,4
Volkswagen,ID.3,2024,Performance,53590.91,74.7,258,203.2,2.73,200,504,466,RWD,5,Coupe,39.9,1653,3,1,Germany,Mid-range,209815,3.08,5
BYD,Qin,2022,Standard,70030.57,41.8,150,149.7,7.64,133,743,623,FWD,7,Hatchback,18.7,1558,3,1,China,Premium,187796,3.45,4
Volkswagen,ID. Aero,2022,Performance,77144.75,109.8,367,177.7,2.66,200,840,732,RWD,7,Coupe,21.9,1500,5,1,Germany,Premium,280321,3.69,5
Tesla,Model 3,2025,Performance,133323.67,89.5,316,268.1,2.52,200,963,873,AWD,7,Hatchback,22.8,1570,4,2,US,Luxury,119703,4.02,6
BMW,i3,2025,Standard,61490.61,40.3,150,81.5,7.4,144,292,228,RWD,7,Coupe,34.1,1500,4,1,Germany,Mid-range,75130,3.39,5
BYD,Leaf 50X,2024,Performance,56202.17,81.3,298,197.2,4.39,188,586,567,RWD,5,Coupe,31.1,1500,5,1,China,Mid-range,225829,3.87,4
BMW,i3,2025,Premium,113220.74,50.2,167,94.6,6.84,146,997,904,RWD,5,Truck,55.7,2431,3,1,Germany,Luxury,36980,3.17,6
BMW,i5,2023,Premium,104739.58,54.5,189,91,6.88,151,884,789,RWD,5,Coupe,22.4,1510,5,1,Germany,Luxury,58894,3.16,8
Tesla,Model S,2026,Performance,120237.63,106.4,374,218.4,3.84,197,876,755,AWD,5,Van,63.3,1725,3,2,US,Luxury,139118,4.36,5
Tesla,Model X,2025,Standard,86049.94,67.9,210,237.4,6.77,146,542,467,FWD,5,Hatchback,36,1653,5,2,US,Premium,244820,3.64,6
Hyundai,Ioniq 5,2022,Performance,87757.22,77.5,262,248.7,4.12,194,1000,920,RWD,5,Truck,50.7,2567,5,1,South Korea,Premium,73010,3.41,5
Tesla,Model X,2022,Performance,77379.74,110,373,304.7,3.07,200,581,500,AWD,5,Sedan,20.8,1602,3,2,US,Premium,238571,4.04,4
Volvo,C40 Recharge,2025,Base,87551.42,42.1,150,86.1,5.87,156,745,643,AWD,5,Truck,58.8,2197,4,1,Sweden,Premium,28712,3,3
Tesla,Cybertruck,2023,Long Range,40789.91,106.8,379,243.7,4.65,177,282,226,RWD,7,Truck,59.9,2247,5,2,US,Mid-range,187262,4.38,6
Polestar,4,2023,Performance,90903.84,95,337,194.7,3.86,185,621,569,AWD,7,Coupe,28.5,1500,5,2,Sweden,Premium,18672,3.64,3
BYD,Max,2023,Long Range,98961.38,90.2,294,97.5,5.51,171,1000,899,RWD,5,Van,64.7,1594,4,2,China,Premium,230275,3.52,5
Tesla,Model X,2025,Standard,108924.8,75,251,317.1,5.27,171,776,726,FWD,7,Hatchback,33.5,1665,5,2,US,Luxury,104109,3.74,6
Tesla,Model S,2021,Performance,76847.7,116.8,418,242.7,3.9,197,454,476,RWD,7,Coupe,20,1660,5,3,US,Premium,229674,4,5
BYD,Qin,2023,Long Range,52355.75,87.1,286,147.8,4.29,184,510,435,FWD,5,Sedan,31.3,1582,5,1,China,Mid-range,146928,3.27,4
Tesla,Model 3,2025,Base,91015.05,61.8,227,258.4,7.27,141,616,518,RWD,7,SUV,63.7,1936,5,3,US,Premium,229357,3.56,5
GM/Chevrolet,Bolt EUV,2025,Performance,44784.34,93.2,321,217,4.45,182,436,366,AWD,5,Hatchback,37.8,1677,5,2,US,Mid-range,7434,3.72,4
